Latitude,Longitude,Depth,MSSD_id
-16.8881328,35.25188861,0,301
-17.165,35.135,0,301
-17.20162861,35.22996157,14.43705866,301
-16.92476178,35.34670944,14.43705866,301
-16.8881328,35.25188861,0,301
-16.25425399,34.85378204,0,302
-15.894,34.406,0,302
-15.893,34.399,0,302
-15.826,34.336,0,302
-15.83,34.317,0,302
-15.698,34.168,0,302
-15.684,34.013,0,302
-15.5,33.802,0,302
-15.68937928,33.65373116,35,302
-15.87337867,33.86459653,35,302
-15.88737862,34.01958622,35,302
-16.01937818,34.16848844,35,302
-16.01537819,34.18749142,35,302
-16.08237797,34.25044145,35,302
-16.08337796,34.2574407,35,302
-16.44363074,34.70495,35,302
-16.25425399,34.85378204,0,302
-16.57401313,34.89834584,0,303
-16.606,34.946,0,303
-16.48223193,35.03636284,22.29185897,303
-16.45024511,34.98869377,22.29185897,303
-16.57401313,34.89834584,0,303
-16.4554319,34.97032221,16.79296314,304
-16.45542275,34.97032772,16.7945233,304
-16.44078463,34.95111808,17.30594443,304
-16.4407828,34.9511176,17.3058098,304
-16.44040184,34.95061838,17.31916208,304
-16.44039514,34.95063358,17.3210938,304
-16.39864045,34.89588636,18.78361484,304
-16.39862482,34.89588484,18.78550478,304
-16.38803355,34.88198683,19.15538793,304
-16.3880243,34.8819924,19.15696425,304
-16.50046811,34.8143378,0,304
-16.554,34.911,0,304
-16.4554319,34.97032221,16.79296314,304
-16.33507475,34.79026464,14.93703243,305
-16.33507213,34.7902667,14.93654711,305
-16.30766994,34.75303661,15.225333,305
-16.30766441,34.75304064,15.22632791,305
-16.39220331,34.69138645,0,305
-16.482,34.825,0,305
-16.33507475,34.79026464,14.93703243,305
-16.3085523,34.81110876,10.03523768,306
-16.30854638,34.81111341,10.03414479,306
-16.28466912,34.78091462,10.08153638,306
-16.28465868,34.78091062,10.0823758,306
-16.26947287,34.76173967,10.11035137,306
-16.26947034,34.76172145,10.10901658,306
-16.20426535,34.67932637,10.23901591,306
-16.20426447,34.67932328,10.23919727,306
-16.1963014,34.66921788,10.25088123,306
-16.19628234,34.66923394,10.25449929,306
-16.25029944,34.62370748,0,306
-16.41,34.829,0,306
-16.3085523,34.81110876,10.03523768,306
-16.17294206,34.88576557,0,307
-15.897,34.653,0,307
-16.00069101,34.51973909,24.32266056,307
-16.27663232,34.75231881,24.32266056,307
-16.17294206,34.88576557,0,307
-16.42360094,35.10164953,0,308
-16.206,34.89,0,308
-16.31837793,34.76438967,24.32266056,308
-16.53597834,34.97589847,24.32266056,308
-16.42360094,35.10164953,0,308
-16.64102313,35.52717751,0,309
-16.579,35.415,0,309
-16.497,35.38,0,309
-16.42,35.296,0,309
-16.4930053,35.21984765,15.23777883,309
-16.57000523,35.30381726,15.23777883,309
-16.65200516,35.33878473,15.23777883,309
-16.71402824,35.45093751,15.23777883,309
-16.64102313,35.52717751,0,309
-16.49156909,35.22257,0,310
-16.307,35.061,0,310
-16.271,35.084,0,310
-16.157,34.974,0,310
-16.073,34.876,0,310
-15.813,34.736,0,310
-15.92328174,34.56587461,29.11881361,310
-16.18328059,34.70565232,29.11881361,310
-16.26728022,34.80357962,29.11881361,310
-16.38127972,34.91348028,29.11881361,310
-16.41727956,34.89044875,29.11881361,310
-16.60184783,35.05185583,29.11881361,310
-16.49156909,35.22257,0,310
-16.49216238,35.22112759,0,311
-16.212,34.967,0,311
-16.28622506,34.87802208,16.69885523,311
-16.5663871,35.13202131,16.69885523,311
-16.49216238,35.22112759,0,311
-16.32372484,35.1539821,0,312
-16.157,34.974,0,312
-16.073,34.876,0,312
-15.813,34.736,0,312
-15.91490369,34.60031446,24.43420706,312
-16.17490296,34.74013727,24.43420706,312
-16.25890272,34.83807933,24.43420706,312
-16.42562709,35.0179454,24.43420706,312
-16.32372484,35.1539821,0,312
-15.77328407,35.03072993,0,313
-15.544,35.127,0,313
-15.48,35.161,0,313
-15.374,35.214,0,313
-15.194,35.299,0,313
-15.12570297,35.14739291,23.828778,313
-15.30570234,35.06226331,23.828778,313
-15.41170197,35.00918619,23.828778,313
-15.47570174,34.97513933,23.828778,313
-15.70498501,34.87869961,23.828778,313
-15.77328407,35.03072993,0,313
-15.69607821,34.9185424,0,314
-15.399,35.119,0,314
-15.314,35.137,0,314
-15.157,35.193,0,314
-15.151,35.21,0,314
-15.057,35.227,0,314
-14.982623,35.06201695,25.94856366,314
-15.07662261,35.04494425,25.94856366,314
-15.08262258,35.0279396,25.94856366,314
-15.23962193,34.97181699,25.94856366,314
-15.32462158,34.95375002,25.94856366,314
-15.62169855,34.75305507,25.94856366,314
-15.69607821,34.9185424,0,314
-15.28892251,35.08495928,8.254622274,315
-15.28892249,35.08495874,8.254545793,315
-15.22558761,35.09356266,10.14768639,315
-15.22556377,35.09358849,10.15162441,315
-15.22278322,35.09400471,10.22979944,315
-15.22272362,35.09397662,10.23648316,315
-15.19245746,35.09807861,11.13590826,315
-15.19244195,35.09812015,11.13103523,315
-15.15886239,35.10272887,12.1361742,315
-15.15885152,35.1027164,12.13450638,315
-15.11877634,35.108173,13.33535377,315
-15.11877634,35.108173,13.33535377,315
-15.11876775,35.10815394,13.33834974,315
-15.11876775,35.10815394,13.33834974,315
-15.11424331,35.11213233,13.94880734,315
-15.11423677,35.11211493,13.95128651,315
-15.11346675,35.11281144,14.05401739,315
-15.11345846,35.11279617,14.05669313,315
-15.10897344,35.11673611,14.66210069,315
-15.10897344,35.11673611,14.66210069,315
-15.10896727,35.11672242,14.66425299,315
-15.10896727,35.11672242,14.66425299,315
-15.08328783,35.11815189,15.13429223,315
-15.08328752,35.11814241,15.13294069,315
-15.07976226,35.01199178,0,315
-15.287,35.027,0,315
-15.28892251,35.08495928,8.254622274,315
-15.3011422,35.07558702,9.198024662,315
-15.30114203,35.07558169,9.197266173,315
-15.29782896,35.07809439,8.937984174,315
-15.2978289,35.07809827,8.938499871,315
-15.29206479,35.08247181,8.486326572,315
-15.2920647,35.0824709,8.486188365,315
-15.29011325,35.08395096,8.333462466,315
-15.29011325,35.08395096,8.333462466,315
-15.29011304,35.08395049,8.333535719,315
-15.28892251,35.08495928,8.254622274,315
-15.28892249,35.08495874,8.254545793,315
-15.287,35.027,0,315
-15.299,35.011,0,315
-15.3011422,35.07558702,9.198024662,315
-15.37898293,35.06181225,8.514854737,315
-15.37898288,35.06181065,8.51462747,315
-15.37408133,35.06363703,8.693432646,315
-15.37408133,35.06363703,8.693432646,315
-15.37408018,35.06363449,8.69383116,315
-15.37408018,35.06363449,8.69383116,315
-15.35822473,35.06622343,8.804031769,315
-15.35822284,35.0662299,8.804918742,315
-15.34433897,35.06852145,8.89943733,315
-15.3443283,35.06851159,8.901174575,315
-15.32251362,35.07209741,9.049431155,315
-15.32250936,35.07208636,9.04779345,315
-15.31771772,35.07285956,9.082415174,315
-15.31771719,35.0728688,9.081106847,315
-15.3011422,35.07558702,9.198024662,315
-15.30114203,35.07558169,9.197266173,315
-15.299,35.011,0,315
-15.377,35.002,0,315
-15.37898293,35.06181225,8.514854737,315
-15.18176523,35.07233643,15.14575268,316
-15.18176482,35.07231158,15.14221329,316
-15.17933037,35.07262401,15.2246129,316
-15.17931786,35.07260077,15.22149155,316
-15.17780433,35.07280378,15.27410147,316
-15.17780329,35.07280329,15.27421719,316
-15.15994984,35.07490227,15.85242013,316
-15.15986875,35.0748934,15.85242013,316
-15.11828664,34.95928113,0,316
-15.18,34.966,0,316
-15.18176523,35.07233643,15.14575268,316
-15.19555545,35.08070728,13.34606702,316
-15.19555497,35.08067829,13.34193812,316
-15.19359737,35.07951922,13.60153516,316
-15.19359374,35.0794889,13.5979024,316
-15.18246176,35.07273426,15.05125041,316
-15.18245868,35.0727572,15.05527656,316
-15.18176523,35.07233643,15.14575268,316
-15.18176482,35.07231158,15.14221329,316
-15.18,34.966,0,316
-15.194,34.987,0,316
-15.19555545,35.08070728,13.34606702,316
-15.29742789,35.05507307,12.25283299,316
-15.29742777,35.05506574,12.25178975,316
-15.27874406,35.05870163,12.29987427,316
-15.27874406,35.05870163,12.29987427,316
-15.27874203,35.05869711,12.30058517,316
-15.27874203,35.05869711,12.30058517,316
-15.27489149,35.05972182,12.34817899,316
-15.27489027,35.05972072,12.34799289,316
-15.21309347,35.07603931,13.122687,316
-15.21306993,35.07606971,13.12641335,316
-15.19933078,35.0796784,13.29456917,316
-15.19933036,35.07967954,13.29443579,316
-15.19555545,35.08070728,13.34606702,316
-15.19555497,35.08067829,13.34193812,316
-15.194,34.987,0,316
-15.296,34.969,0,316
-15.29742789,35.05507307,12.25283299,316
-15.33844685,35.04523648,12.41601509,316
-15.33844668,35.04522661,12.41461122,316
-15.32946264,35.04739506,12.38033487,316
-15.32945741,35.04738281,12.37839984,316
-15.32311247,35.04891912,12.35535366,316
-15.32311041,35.04891723,12.35568837,316
-15.31905002,35.04987404,12.33721075,316
-15.31904987,35.04987648,12.33686553,316
-15.3066498,35.05285003,12.28842482,316
-15.30664597,35.05286201,12.28997653,316
-15.29742789,35.05507307,12.25283299,316
-15.29742777,35.05506574,12.25178975,316
-15.296,34.969,0,316
-15.337,34.958,0,316
-15.33844685,35.04523648,12.41601509,316
-15.40033845,35.02272989,11.48654245,316
-15.40033824,35.02271737,11.48475994,316
-15.38494504,35.02964982,11.90412684,316
-15.38494124,35.02964414,11.9031829,316
-15.36318375,35.03942538,12.49529489,316
-15.36318375,35.03942538,12.49529489,316
-15.36318233,35.03942222,12.49578984,316
-15.36318233,35.03942222,12.49578984,316
-15.35172594,35.04210889,12.45842866,316
-15.35172351,35.04211405,12.45907069,316
-15.33844685,35.04523648,12.41601509,316
-15.33844668,35.04522661,12.41461122,316
-15.337,34.958,0,316
-15.399,34.942,0,316
-15.40033845,35.02272989,11.48654245,316
-15.44700018,35.01534328,8.583917945,316
-15.44699974,35.01531673,8.580141132,316
-15.42891524,35.01821,9.708440184,316
-15.42890742,35.01819007,9.705901435,316
-15.41607746,35.02021858,10.50531461,316
-15.4160689,35.02023724,10.50832015,316
-15.40033845,35.02272989,11.48654245,316
-15.40033824,35.02271737,11.48475994,316
-15.399,34.942,0,316
-15.446,34.955,0,316
-15.44700018,35.01534328,8.583917945,316
-15.21819565,34.903,0,317
-15.345,34.903,0,317
-15.34499268,34.96032282,8.157042786,317
-15.2181884,34.96028817,8.157042786,317
-15.21819565,34.903,0,317
-15.360917,34.76526882,0,318
-15.428,34.744,0,318
-15.429,34.725,0,318
-15.509,34.728,0,318
-15.538,34.685,0,318
-15.637,34.702,0,318
-15.704,34.668,0,318
-15.73635848,34.7853552,17.33967513,318
-15.66935862,34.81931663,17.33967513,318
-15.57035883,34.80225997,17.33967513,318
-15.54135889,34.84524345,17.33967513,318
-15.46135906,34.84219805,17.33967513,318
-15.46035906,34.86119749,17.33967513,318
-15.3932762,34.88242845,17.33967513,318
-15.360917,34.76526882,0,318
-15.360917,34.76526882,0,319
-15.428,34.744,0,319
-15.429,34.725,0,319
-15.509,34.728,0,319
-15.538,34.685,0,319
-15.741,34.752,0,319
-15.74532734,34.88189381,18.45925447,319
-15.54232786,34.814765,18.45925447,319
-15.51332794,34.85774675,18.45925447,319
-15.43332814,34.85469661,18.45925447,319
-15.43232814,34.87369599,18.45925447,319
-15.36524531,34.89492299,18.45925447,319
-15.360917,34.76526882,0,319
-15.32870612,34.63294881,0,320
-15.435,34.595,0,320
-15.694,34.574,0,320
-15.805,34.651,0,320
-15.8001084,34.79516289,20.48150689,320
-15.68910875,34.71808418,20.48150689,320
-15.43010957,34.73890293,20.48150689,320
-15.32381603,34.77677835,20.48150689,320
-15.32870612,34.63294881,0,320
-15.32870612,34.63294881,0,321
-15.435,34.595,0,321
-15.694,34.574,0,321
-15.783,34.588,0,321
-15.79660936,34.72297802,19.27081013,321
-15.70760961,34.70891889,19.27081013,321
-15.44861033,34.72974896,19.27081013,321
-15.34231674,34.76762896,19.27081013,321
-15.32870612,34.63294881,0,321
-14.92364417,34.8203834,0,322
-15.048,34.8,0,322
-15.05659972,34.85627206,8.118429475,322
-14.93224394,34.87662276,8.118429475,322
-14.92364417,34.8203834,0,322
-14.89703298,35.36491901,0,323
-14.756,35.347,0,323
-14.76616646,35.26123972,12.32880148,323
-14.90719929,35.27910279,12.32880148,323
-14.89703298,35.36491901,0,323
-14.69648474,35.37810358,0,324
-14.605,35.358,0,324
-14.62235598,35.27353943,12.32880148,324
-14.71384062,35.2936077,12.32880148,324
-14.69648474,35.37810358,0,324
-15.05554043,35.00615277,0,325
-14.936,35.044,0,325
-14.91998473,34.98981034,8.079724117,325
-15.0395251,34.95193285,8.079724117,325
-15.05554043,35.00615277,0,325
-14.55077706,34.66988996,2.163093164,326
-14.55077646,34.66989433,2.162463072,326
-14.53979344,34.66823222,2.581740667,326
-14.53979033,34.66822643,2.582638833,326
-14.45840482,34.65585133,5.686103119,326
-14.4583972,34.65586189,5.684677971,326
-14.43478878,34.65229131,6.58611257,326
-14.43478877,34.65229163,6.586140441,326
-14.43421593,34.65219105,6.60998047,326
-14.43421416,34.65220414,6.608090875,326
-14.428,34.698,0,326
-14.54874297,34.68488896,0,326
-14.55077706,34.66988996,2.163093164,326
-14.43421593,34.65219105,6.60998047,326
-14.43421416,34.65220414,6.608090875,326
-14.42437255,34.64038568,6.122139486,326
-14.42437195,34.64037616,6.123150997,326
-14.410904,34.62420075,5.456181554,326
-14.410904,34.62420075,5.456181554,326
-14.41090259,34.62420319,5.456457039,326
-14.41090259,34.62420319,5.456457039,326
-14.39741701,34.60946558,4.616115425,326
-14.39741368,34.60947158,4.614768203,326
-14.39314106,34.60479563,4.349935883,326
-14.39314021,34.60479616,4.350015983,326
-14.38990064,34.60125953,4.147875214,326
-14.38989921,34.60127006,4.146355075,326
-14.386,34.63,0,326
-14.428,34.698,0,326
-14.43421593,34.65219105,6.60998047,326
-14.38990064,34.60125953,4.147875214,326
-14.38989921,34.60127006,4.146355075,326
-14.27740721,34.58677391,7.030009289,326
-14.27733969,34.58674703,7.03438021,326
-14.26976113,34.58578623,7.225794027,326
-14.26975979,34.58572522,7.220268378,326
-14.22489305,34.57989828,8.371380176,326
-14.22489305,34.57989828,8.371380176,326
-14.2248548,34.57996386,8.378809063,326
-14.19830209,34.58206235,8.237699188,326
-14.19824122,34.58212877,8.244892606,326
-14.14833442,34.58617269,7.980135091,326
-14.14832119,34.5862333,7.987335619,326
-14.12257503,34.58826932,7.850599963,326
-14.12257503,34.58826932,7.850599963,326
-14.12253915,34.58833081,7.857568526,326
-14.12253915,34.58833081,7.857568526,326
-14.0936968,34.58141013,9.043027839,326
-14.09368251,34.58141647,9.0422033,326
-14.0783823,34.57778691,9.676508313,326
-14.07830506,34.57784056,9.685340251,326
-14.03092026,34.56658881,11.63527392,326
-14.03091439,34.56663256,11.63905587,326
-13.9777621,34.55400886,13.83463921,326
-13.9777621,34.55400886,13.83463921,326
-13.97775436,34.55402212,13.8361428,326
-13.97775436,34.55402212,13.8361428,326
-13.95098895,34.54814119,14.87420066,326
-13.95098774,34.54815014,14.87290666,326
-13.937,34.651,0,326
-14.386,34.63,0,326
-14.38990064,34.60125953,4.147875214,326
-13.95098895,34.54814119,14.87420066,326
-13.95098774,34.54815014,14.87290666,326
-13.90747533,34.51847189,14.94454045,326
-13.90745823,34.51848234,14.94634649,326
-13.90020167,34.51351569,14.9558649,326
-13.90018217,34.5135319,14.9519858,326
-13.89961242,34.51314397,14.95289605,326
-13.8996107,34.5131686,14.95497478,326
-13.88988222,34.50654025,14.97110252,326
-13.8898717,34.50650799,14.97444602,326
-13.83915784,34.47195224,15.05341623,326
-13.83915757,34.47195419,15.05313405,326
-13.825,34.576,0,326
-13.937,34.651,0,326
-13.95098895,34.54814119,14.87420066,326
-14.07710419,34.43646689,0,327
-14.441,34.53,0,327
-14.482,34.532,0,327
-14.682,34.597,0,327
-14.686,34.582,0,327
-14.891,34.722,0,327
-14.895,34.717,0,327
-14.963,34.731,0,327
-14.89702037,34.94082201,31.46063617,327
-14.82902083,34.92675594,31.46063617,327
-14.82502086,34.93175206,31.46063617,327
-14.62002223,34.79155495,31.46063617,327
-14.61602226,34.80655114,31.46063617,327
-14.41602359,34.74136183,31.46063617,327
-14.37502387,34.73932338,31.46063617,327
-14.01113048,34.64545431,31.46063617,327
-14.07710419,34.43646689,0,327
-14.07710419,34.43646689,0,328
-14.441,34.53,0,328
-14.482,34.532,0,328
-14.682,34.597,0,328
-14.686,34.582,0,328
-14.754,34.6,0,328
-14.954,34.687,0,328
-14.973,34.679,0,328
-15.081,34.782,0,328
-15.00912632,35.01065267,34.26618771,328
-14.90112718,34.90753758,34.26618771,328
-14.88212733,34.91551742,34.26618771,328
-14.68212892,34.82830703,34.26618771,328
-14.61412946,34.81023622,34.26618771,328
-14.61012949,34.82523207,34.26618771,328
-14.41013108,34.76002597,34.26618771,328
-14.3691314,34.75798411,34.26618771,328
-14.00523846,34.66408525,34.26618771,328
-14.07710419,34.43646689,0,328
-13.79627007,34.62461955,30.24420322,329
-13.79622395,34.62469851,30.25316009,329
-13.79492564,34.62420251,30.30773956,329
-13.79489727,34.62428574,30.31576802,329
-13.78174048,34.62018788,30.93727971,329
-13.78161789,34.62006998,30.93727971,329
-13.90200841,34.30997988,0,329
-13.952,34.358,0,329
-13.79627007,34.62461955,30.24420322,329
-13.91820013,34.65602958,25.40237681,329
-13.91810708,34.65618895,25.42044835,329
-13.89933972,34.65117713,26.15044204,329
-13.89931069,34.65133874,26.16485663,329
-13.79950691,34.62545251,30.11579527,329
-13.79941662,34.62552252,30.12669445,329
-13.79627007,34.62461955,30.24420322,329
-13.79622395,34.62469851,30.25316009,329
-13.952,34.358,0,329
-14.049,34.432,0,329
-13.91820013,34.65602958,25.40237681,329
-14.06145547,34.69300658,19.72059745,329
-14.0613471,34.69319228,19.74164347,329
-14.01758242,34.68165521,21.45590021,329
-14.01755275,34.68189094,21.47615907,329
-14.00683268,34.67885555,21.8837062,329
-14.00680598,34.67886271,21.88275122,329
-13.94960098,34.66411085,24.15657356,329
-13.94938011,34.66426104,24.1815758,329
-13.91820013,34.65602958,25.40237681,329
-13.91810708,34.65618895,25.42044835,329
-14.049,34.432,0,329
-14.163,34.519,0,329
-14.06145547,34.69300658,19.72059745,329
-14.16284506,34.68627471,20.42160865,329
-14.16277174,34.68640042,20.43584849,329
-14.12758635,34.68862853,20.1760023,329
-14.12755654,34.68877136,20.19299116,329
-14.0973857,34.69060746,19.97094821,329
-14.09723002,34.69077592,19.98917154,329
-14.06145547,34.69300658,19.72059745,329
-14.0613471,34.69319228,19.74164347,329
-14.163,34.519,0,329
-14.268,34.506,0,329
-14.16284506,34.68627471,20.42160865,329
-14.3577987,34.71531268,15.76950107,329
-14.35779246,34.71532339,15.77071278,329
-14.27471221,34.70302471,17.75484696,329
-14.27470999,34.7029595,17.74896983,329
-14.24080522,34.69787026,18.56362715,329
-14.24069172,34.69794005,18.57425813,329
-14.16284506,34.68627471,20.42160865,329
-14.16277174,34.68640042,20.43584849,329
-14.268,34.506,0,329
-14.439,34.576,0,329
-14.3577987,34.71531268,15.76950107,329
-14.37595962,34.71918963,15.16864472,329
-14.3759595,34.71918278,15.16962412,329
-14.3577987,34.71531268,15.76950107,329
-14.35779246,34.71532339,15.77071278,329
-14.439,34.576,0,329
-14.582,34.663,0,329
-14.37595962,34.71918963,15.16864472,329
-13.74472852,34.61675528,31.51399427,330
-13.74469471,34.61681316,31.52056044,330
-13.74440911,34.61663587,31.53200797,330
-13.74438628,34.61669749,31.53793184,330
-13.74138526,34.61557116,31.70708177,330
-13.74130715,34.6154752,31.70708177,330
-13.86595167,34.2886185,0,330
-13.907,34.339,0,330
-13.74472852,34.61675528,31.51399427,330
-13.74877674,34.61539028,31.698823,330
-13.74877568,34.61539063,31.69877447,330
-13.74874472,34.61544508,31.70504095,330
-13.74874446,34.61544517,31.70502899,330
-13.74475302,34.616747,31.51511559,330
-13.74472852,34.61675528,31.51399427,330
-13.74471838,34.61680514,31.5216416,330
-13.74469471,34.61681316,31.52056044,330
-13.907,34.339,0,330
-13.912,34.336,0,330
-13.74877674,34.61539028,31.698823,330
-13.91819575,34.65602793,25.40262585,330
-13.9181027,34.6561873,25.4206971,330
-13.89009135,34.64929653,26.44566716,330
-13.89008021,34.64945583,26.45911375,330
-13.74883177,34.61540346,31.69678008,330
-13.74877674,34.61539028,31.698823,330
-13.74875831,34.61544835,31.70453732,330
-13.74874472,34.61544508,31.70504095,330
-13.912,34.336,0,330
-14.049,34.432,0,330
